n,clave,huella,empresa,fuente,token,id_externo,titulo,ubicacion,url,publicada,descubierta,cerrada,prefiltro,motivo,tipo_rol,puntaje,desglose,banderas,estado,notificada
1239,greenhouse:gitlab:8795736002,gitlab:seniorprofessionalservicestechnicalarchitectsecurity,GitLab,greenhouse,gitlab,8795736002,Senior Professional Services Technical Architect - Security,"Remote, Canada; Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8795736002,2026-09-11T19:38:04-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1240,greenhouse:gitlab:8687246002,gitlab:seniorprogrammanagerenterprisetechnologyandai,GitLab,greenhouse,gitlab,8687246002,"Senior Program Manager, Enterprise Technology and AI","Remote, Poland",https://job-boards.greenhouse.io/gitlab/jobs/8687246002,2026-08-19T11:40:19-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1241,greenhouse:gitlab:8730125002,gitlab:seniorreleaseengineer,GitLab,greenhouse,gitlab,8730125002,Senior Release Engineer,"Bangalore, India",https://job-boards.greenhouse.io/gitlab/jobs/8730125002,2026-09-03T13:40:13-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1242,greenhouse:gitlab:8770747002,gitlab:seniorsecuritycomplianceengineerpublicsector,GitLab,greenhouse,gitlab,8770747002,"Senior Security Compliance Engineer, Public Sector","Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8770747002,2026-09-04T16:24:07-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1243,greenhouse:gitlab:8815229002,gitlab:seniorsecurityengineerincidentresponseteamaustralia,GitLab,greenhouse,gitlab,8815229002,"Senior Security Engineer, Incident Response Team (Australia)","Remote, Australia",https://job-boards.greenhouse.io/gitlab/jobs/8815229002,2026-09-17T10:19:29-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1244,greenhouse:gitlab:8628447002,gitlab:seniorsecurityengineersecurityincidentresponseteamsirtemea,GitLab,greenhouse,gitlab,8628447002,"Senior Security Engineer, Security Incident Response Team (SIRT) - EMEA","Remote, Israel; Remote, Poland; Remote, United Kingdom",https://job-boards.greenhouse.io/gitlab/jobs/8628447002,2026-07-10T16:02:45-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1245,greenhouse:gitlab:8615319002,gitlab:seniorsitereliabilityengineermonitoringandanomalydetectionmonetization,GitLab,greenhouse,gitlab,8615319002,Senior Site Reliability Engineer - Monitoring and Anomaly Detection (Monetization),"Bangalore, India",https://job-boards.greenhouse.io/gitlab/jobs/8615319002,2026-07-23T04:55:12-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1246,greenhouse:gitlab:8721124002,gitlab:seniorsoftwareengineer,GitLab,greenhouse,gitlab,8721124002,Senior Software Engineer,"Bangalore, India",https://job-boards.greenhouse.io/gitlab/jobs/8721124002,2026-08-24T19:07:44-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1247,greenhouse:gitlab:8785285002,gitlab:seniorsoftwareengineernlp,GitLab,greenhouse,gitlab,8785285002,"Senior Software Engineer, NLP","Bangalore, India",https://job-boards.greenhouse.io/gitlab/jobs/8785285002,2026-09-09T01:43:17-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1248,greenhouse:gitlab:8614945002,gitlab:seniorsoftwareengineerrorgosscsauthentication,GitLab,greenhouse,gitlab,8614945002,"Senior Software Engineer (RoR/Go), SSCS: Authentication","Remote, Canada; Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8614945002,2026-07-02T14:41:00-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1249,greenhouse:gitlab:8738225002,gitlab:seniorsoftwareengineerrubysecurityplatformauthorization,GitLab,greenhouse,gitlab,8738225002,"Senior Software Engineer (Ruby), Security Platform: Authorization","Remote, Canada; Remote, Israel; Remote, United Kingdom; Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8738225002,2026-09-02T19:42:29-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1250,greenhouse:gitlab:8693103002,gitlab:seniorsoftwareengineertypescriptaiclientsduocli,GitLab,greenhouse,gitlab,8693103002,"Senior Software Engineer (Typescript), AI Clients: Duo CLI","Remote, United Kingdom",https://job-boards.greenhouse.io/gitlab/jobs/8693103002,2026-08-12T06:18:36-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1251,greenhouse:gitlab:8749952002,gitlab:seniorsoftwareengineertypescriptaiclientsduocli,GitLab,greenhouse,gitlab,8749952002,"Senior Software Engineer (Typescript), AI Clients: Duo CLI","Remote, Poland",https://job-boards.greenhouse.io/gitlab/jobs/8749952002,2026-08-26T07:12:11-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1252,greenhouse:gitlab:8611764002,gitlab:seniorsolutionsarchitect,GitLab,greenhouse,gitlab,8611764002,Senior Solutions Architect,"Remote, United Kingdom",https://job-boards.greenhouse.io/gitlab/jobs/8611764002,2026-06-30T09:49:28-04:00,2026-09-21T16:33:41-05:00,2026-09-23,no,ubicacion fuera de Colombia/LATAM/remoto global,automatizacion,,,,nueva,
1253,greenhouse:gitlab:8731996002,gitlab:seniorsolutionsarchitect,GitLab,greenhouse,gitlab,8731996002,Senior Solutions Architect,"Bangalore, India",https://job-boards.greenhouse.io/gitlab/jobs/8731996002,2026-09-08T23:13:13-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,automatizacion,,,,nueva,
1254,greenhouse:gitlab:8783485002,gitlab:seniorsolutionsarchitect,GitLab,greenhouse,gitlab,8783485002,Senior Solutions Architect,"Remote, South Korea",https://job-boards.greenhouse.io/gitlab/jobs/8783485002,2026-09-08T22:58:54-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,automatizacion,,,,nueva,
1255,greenhouse:gitlab:8476375002,gitlab:seniorsolutionsarchitectaiplatformssme,GitLab,greenhouse,gitlab,8476375002,Senior Solutions Architect - AI & Platforms SME,"Remote, Australia; Remote, Singapore",https://job-boards.greenhouse.io/gitlab/jobs/8476375002,2026-03-24T19:46:42-04:00,2026-09-21T16:33:41-05:00,2026-09-23,no,ubicacion fuera de Colombia/LATAM/remoto global,automatizacion,,,,nueva,
1256,greenhouse:gitlab:8627772002,gitlab:seniorsolutionsarchitectaustraliaandnewzealand,GitLab,greenhouse,gitlab,8627772002,Senior Solutions Architect- Australia and New Zealand,"Remote, Australia",https://job-boards.greenhouse.io/gitlab/jobs/8627772002,2026-07-21T21:23:21-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,automatizacion,,,,nueva,
1257,greenhouse:gitlab:8627768002,gitlab:seniorsolutionsarchitectsingapore,GitLab,greenhouse,gitlab,8627768002,Senior Solutions Architect (Singapore),"Remote, Singapore",https://job-boards.greenhouse.io/gitlab/jobs/8627768002,2026-08-17T02:24:31-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,automatizacion,,,,nueva,
1258,greenhouse:gitlab:8742248002,gitlab:seniorstrategicaccountexecutivecalifornia,GitLab,greenhouse,gitlab,8742248002,Senior Strategic Account Executive - California,"Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8742248002,2026-08-26T14:40:24-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1259,greenhouse:gitlab:8692874002,gitlab:seniorsupportengineer,GitLab,greenhouse,gitlab,8692874002,Senior Support Engineer,"Bangalore, India",https://job-boards.greenhouse.io/gitlab/jobs/8692874002,2026-08-18T05:16:27-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1260,greenhouse:gitlab:8692880002,gitlab:seniorsupportengineer,GitLab,greenhouse,gitlab,8692880002,Senior Support Engineer,"Remote, South Korea",https://job-boards.greenhouse.io/gitlab/jobs/8692880002,2026-08-18T11:27:32-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1261,greenhouse:gitlab:8753656002,gitlab:seniortalentbrandmanager,GitLab,greenhouse,gitlab,8753656002,Senior Talent Brand Manager,"Remote; Remote, Canada; Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8753656002,2026-09-03T20:25:10-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1262,greenhouse:gitlab:8623389002,gitlab:sitereliabilityengineerinfrastructureplatformsamerintermediatetoseniorstaff,GitLab,greenhouse,gitlab,8623389002,"Site Reliability Engineer, Infrastructure Platforms — AMER (Intermediate to Senior Staff)","Remote, Canada; Remote, US",https://job-boards.greenhouse.io/gitlab/jobs/8623389002,2026-07-10T22:45:49-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1263,greenhouse:gitlab:8773546002,gitlab:sitereliabilityengineerinfrastructureplatformsukintermediatetoseniorstaff,GitLab,greenhouse,gitlab,8773546002,"Site Reliability Engineer, Infrastructure Platforms — UK (Intermediate to Senior Staff)",Remote,https://job-boards.greenhouse.io/gitlab/jobs/8773546002,2026-09-08T13:52:41-04:00,2026-09-21T16:33:41-05:00,,si,"remoto sin pais, confirmar elegibilidad",desarrollo,0,"stack 1.6 (bruto 4) | seniority 0 (top, desarrollo) | contexto 0",KNOCKOUT: stack 1.6 bajo el piso de 2.0 || KNOCKOUT: seniority 'top' fuera de alcance en rol de desarrollo,nueva,
1264,greenhouse:gitlab:8695969002,gitlab:solutionsarchitect,GitLab,greenhouse,gitlab,8695969002,Solutions Architect,"Remote, Germany",https://job-boards.greenhouse.io/gitlab/jobs/8695969002,2026-09-01T09:35:57-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,automatizacion,,,,nueva,
1265,greenhouse:gitlab:8656506002,gitlab:solutionsarchitectfrance,GitLab,greenhouse,gitlab,8656506002,Solutions Architect - France,"Remote, France",https://job-boards.greenhouse.io/gitlab/jobs/8656506002,2026-07-30T11:23:03-04:00,2026-09-21T16:33:41-05:00,2026-09-22,no,ubicacion fuera de Colombia/LATAM/remoto global,automatizacion,,,,nueva,
1266,greenhouse:gitlab:8790538002,gitlab:solutionsarchitectmanagerpublicsector,GitLab,greenhouse,gitlab,8790538002,"Solutions Architect, Manager - Public Sector","Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8790538002,2026-09-11T16:32:18-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,automatizacion,,,,nueva,
1267,greenhouse:gitlab:8611700002,gitlab:solutionsarchitectmena,GitLab,greenhouse,gitlab,8611700002,Solutions Architect - MENA,"Remote, KSA; Remote, UAE",https://job-boards.greenhouse.io/gitlab/jobs/8611700002,2026-07-20T07:59:55-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,automatizacion,,,,nueva,
1268,greenhouse:gitlab:8790680002,gitlab:solutionsarchitectpublicsectoreast,GitLab,greenhouse,gitlab,8790680002,"Solutions Architect, Public Sector - East",Remote,https://job-boards.greenhouse.io/gitlab/jobs/8790680002,2026-09-15T14:14:35-04:00,2026-09-21T16:33:41-05:00,,si,"remoto sin pais, confirmar elegibilidad",automatizacion,0,"stack 1.6 (bruto 4) | seniority 4 (lead, automatizacion) | contexto 0","KNOCKOUT: stack 1.6 bajo el piso de 2.0 || BRECHA: titulo 'lead' en rol de automatizacion || RIESGO: menciona presencial/hibrido, confirmar",nueva,
1269,greenhouse:gitlab:8790317002,gitlab:solutionsarchitectpublicsectorwest,GitLab,greenhouse,gitlab,8790317002,"Solutions Architect, Public Sector - West","Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8790317002,2026-09-15T12:15:47-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,automatizacion,,,,nueva,
1270,greenhouse:gitlab:8773381002,gitlab:staffbackendengineeramer,GitLab,greenhouse,gitlab,8773381002,"Staff Backend Engineer, AMER","Remote, Canada; Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8773381002,2026-09-02T14:48:02-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1271,greenhouse:gitlab:8646544002,gitlab:staffbackendengineerarchitectureengineeringnonlinearproductivity,GitLab,greenhouse,gitlab,8646544002,"Staff Backend Engineer, Architecture Engineering: Nonlinear Productivity","Remote, Canada; Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8646544002,2026-08-05T20:44:04-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1272,greenhouse:gitlab:8689236002,gitlab:staffbackendengineercoredevops,GitLab,greenhouse,gitlab,8689236002,"Staff Backend Engineer, Core DevOps","Remote, Canada; Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8689236002,2026-09-18T09:19:22-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1273,greenhouse:gitlab:8770702002,gitlab:staffbackendengineerdatabaseautomationgo,GitLab,greenhouse,gitlab,8770702002,"Staff Backend Engineer, Database Automation (Go)","Remote, Canada; Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8770702002,2026-09-09T14:06:57-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,automatizacion,,,,nueva,
1274,greenhouse:gitlab:8716271002,gitlab:staffbackendengineerdatabasechangemanagement,GitLab,greenhouse,gitlab,8716271002,Staff Backend Engineer - Database Change Management,"Bangalore, India",https://job-boards.greenhouse.io/gitlab/jobs/8716271002,2026-08-24T07:37:45-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1275,greenhouse:gitlab:8490477002,gitlab:staffbackendengineerdeveloperexperience,GitLab,greenhouse,gitlab,8490477002,"Staff Backend Engineer, Developer Experience","Remote, Canada; Remote, United Kingdom; Remote, US",https://job-boards.greenhouse.io/gitlab/jobs/8490477002,2026-04-07T15:23:23-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1276,greenhouse:gitlab:8775039002,gitlab:staffbackendengineeremea,GitLab,greenhouse,gitlab,8775039002,"Staff Backend Engineer, EMEA","Remote, United Kingdom",https://job-boards.greenhouse.io/gitlab/jobs/8775039002,2026-09-02T14:48:43-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1277,greenhouse:gitlab:8777342002,gitlab:staffbackendengineeremea,GitLab,greenhouse,gitlab,8777342002,"Staff Backend Engineer, EMEA","Remote, Poland",https://job-boards.greenhouse.io/gitlab/jobs/8777342002,2026-09-02T14:48:44-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1278,greenhouse:gitlab:8463922002,gitlab:staffbackendengineergitlabdeliveryupgrades,GitLab,greenhouse,gitlab,8463922002,"Staff Backend Engineer, Gitlab Delivery: Upgrades","Bangalore, India",https://job-boards.greenhouse.io/gitlab/jobs/8463922002,2026-03-22T03:10:27-04:00,2026-09-21T16:33:41-05:00,2026-09-22,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1279,greenhouse:gitlab:8646573002,gitlab:staffbackendengineerrubyaiengineeringdaprepositoryflows,GitLab,greenhouse,gitlab,8646573002,"Staff Backend Engineer (Ruby), AI Engineering: DAP Repository Flows","Remote, Canada; Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8646573002,2026-08-07T21:00:24-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1280,greenhouse:gitlab:8763503002,gitlab:staffcommercialpricingstrategist,GitLab,greenhouse,gitlab,8763503002,Staff Commercial Pricing Strategist,"Remote, Canada; Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8763503002,2026-09-02T01:05:50-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1281,greenhouse:gitlab:8734888002,gitlab:staffcorporatesecurityengineer,GitLab,greenhouse,gitlab,8734888002,Staff Corporate Security Engineer,"Remote, Canada; Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8734888002,2026-08-24T15:52:44-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1282,greenhouse:gitlab:8638295002,gitlab:staffengineerpeopletechnology,GitLab,greenhouse,gitlab,8638295002,"Staff Engineer, People Technology","Remote, Canada; Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8638295002,2026-07-22T12:58:09-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1283,greenhouse:gitlab:8512432002,gitlab:staffforwarddeployedengineer,GitLab,greenhouse,gitlab,8512432002,Staff Forward Deployed Engineer,"Remote, US",https://job-boards.greenhouse.io/gitlab/jobs/8512432002,2026-07-20T16:13:39-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,automatizacion,,,,nueva,
1284,greenhouse:gitlab:8739391002,gitlab:stafffullstackengineerrubyvuejsmonetizationengineeringpurchase,GitLab,greenhouse,gitlab,8739391002,Staff Fullstack Engineer (Ruby/Vue.js) Monetization Engineering: Purchase,"Remote, Canada; Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8739391002,2026-08-31T20:09:38-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1285,greenhouse:gitlab:8514960002,gitlab:staffinfrastructuresecurityengineeremeaapj,GitLab,greenhouse,gitlab,8514960002,Staff Infrastructure Security Engineer (EMEA/APJ),"Remote, India; Remote, Israel; Remote, Poland; Remote, United Kingdom",https://job-boards.greenhouse.io/gitlab/jobs/8514960002,2026-04-27T12:03:04-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1286,greenhouse:gitlab:8769103002,gitlab:staffinfrastructuresecurityengineerusa,GitLab,greenhouse,gitlab,8769103002,Staff Infrastructure Security Engineer (USA),"Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8769103002,2026-09-02T14:15:11-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1287,greenhouse:gitlab:8612937002,gitlab:staffproductmanagerrevopsfinancesystems,GitLab,greenhouse,gitlab,8612937002,"Staff Product Manager,  RevOps & Finance Systems","Remote, US",https://job-boards.greenhouse.io/gitlab/jobs/8612937002,2026-07-08T08:39:12-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1288,greenhouse:gitlab:8822279002,gitlab:staffprogrammanagerccoprograms,GitLab,greenhouse,gitlab,8822279002,"Staff Program Manager, CCO Programs","Remote, Canada; Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8822279002,2026-09-18T16:39:16-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1289,greenhouse:gitlab:8782153002,gitlab:staffsecurityresearcher,GitLab,greenhouse,gitlab,8782153002,Staff Security Researcher,"Remote, Canada; Remote, Israel; Remote, United Kingdom; Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8782153002,2026-09-05T13:56:27-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
